Name,Area,Type,Category,Distance_km,Rating,Reviews,Price_from_GHS,Price_source,Phone,Confirmed_Contact,Amenities,Colleges_nearby,Website,Latitude,Longitude,Google_Maps_URL,Image
Fosua Homes Hostel,Ayeduase,Hostel,Hostel,2.08,3.7,210,,,0552792325,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),http://fosuahomes.studentroombook.com/,6.6708285,-1.5530916,https://www.google.com/maps/search/?api=1&query=Fosua%20Homes%20Hostel&query_place_id=ChIJmQm1l4WU2w8RNSsh5Zauyd0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7MEtvtcx8tw12QmvIfqQeMdLpQ3vKsFTtQaam5NsJys6nAROnHw9l5hum93FQk8043ulujXvioWwf4NVaNBTW0W6Wytt-oa_inASiko6dFFe78mAzGqcrTUnal3W06zktfi8z=w1920-h1080-k-no
Millennium Light Hostel,Ayeduase,Hostel,Hostel,2.63,3.7,125,2300,getrooms.co,0508122201,yes,Security | TV | Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6730859,-1.5478026,https://www.google.com/maps/search/?api=1&query=Millennium%20Light%20Hostel&query_place_id=ChIJrfRGiJCU2w8Rm30mi44QkRU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqiK9mii5l1subyGF_7Ttvu8aSyJiqoZeJT5BtdNPkrA_2aJgV8kr6ZUYlrCdc513dZJvPXjqjhGAZLliiJZ6zk5W3I4HK3tiYaP2tRE75ycL5oOxjMOkj59NkJl7i_I6HeLQ3zgWdxjhW=w1920-h1080-k-no
Beacon Hostel,Ayeduase,Hostel,Hostel,1.04,3.7,121,,,0242083101,yes,Backup power | Parking | Security | Study room | TV | Water | Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6783229,-1.5629614,https://www.google.com/maps/search/?api=1&query=Beacon%20Hostel&query_place_id=ChIJQ-kxaWGU2w8R39ZCwWQPsdE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzirgOka3atSwGeEbAOffjwHcI4KaY565oDCLCh-EUqV6Iu-6VMV190am3Gz7BmWu5IgUZQ-3ZwbFQ6krHneVds6UA6GLUGm064xn_wXICvw1C2HnYXvWKiZSELQQOHPQZumdO=w1920-h1080-k-no
Outlook Hostel,Ayeduase,Hostel,Hostel,2.0,3.7,18,2300,getrooms.co,0546208066,yes,Kitchen | Water | Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6785192,-1.5539861,https://www.google.com/maps/search/?api=1&query=Outlook%20Hostel&query_place_id=ChIJL7m2E4yU2w8R-D3g2SB3JOk,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUiJwhs7McoPI-LkOD3UgBpaOSCzZnPVcLDUARubud2jmYTrJS0LxMjrXmNikm_1NQOBovpjcR4sPgifKKZqsuD3WBAu2ywIuBTlhQADhx_EBbJDjSupyHwnPPIs_X7o4oC9EZ=w1920-h1080-k-no
Shepherdsville Residence,Ayeduase,Hostel,Hostel,1.46,3.7,7,,,0246333048,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6748142,-1.5583772,https://www.google.com/maps/search/?api=1&query=Shepherdsville%20Residence&query_place_id=ChIJ__8PuImU2w8RO-Qyw0uyvCg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbjos-gzwxbrgiFCkS4cuMKbQS1EGrUcvg1EKeVFyQ9pxjkIBRN0zPLAAky_YhemMxd7NtFmZxH3xjZ_aWzVemIIxU6LtlVUdqAzeNaw3K2ar5dGrO6GYysO_gvVrNPYVP-NZrvw=w1920-h1080-k-no
Thy Kingdom Come Hostel,Ayeduase,Hostel,Hostel,1.02,3.5,35,1800,getrooms.co,0244826656,yes,Kitchen | Study room | Water | Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6773494,-1.5628263,https://www.google.com/maps/search/?api=1&query=Thy%20Kingdom%20Come%20Hostel&query_place_id=ChIJiQiG2GOU2w8RRB6rNQp4AbE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvSHoOTy9oLd7YeT9-MyYG24aJjo6SNbjvXY9zsPW0Wn4oyY04pBfZl72NpuwZ1jFWKFXjG5GdNea2b-r78Oe0xgT5PlqQB4c3imTILFrfl2Hj7lafvzGDhulLqu2Gv8g86S3cbA=w1920-h1080-k-no
Charis Hostel,Ayeduase,Hostel,Housing complex,1.85,,0,,,0244702577,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6781116,-1.5552316,https://www.google.com/maps/search/?api=1&query=Charis%20Hostel&query_place_id=ChIJ9-5xU3OV2w8RQXIy_hugkr8,
Canam executive hostel,Ayeduase,Hostel,Hostel,3.21,,0,,,0244991398,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6744538,-1.542493,https://www.google.com/maps/search/?api=1&query=Canam%20executive%20hostel&query_place_id=ChIJ_4xLXwCV2w8RIarOp6TGnJI,
Abundance Grace,Ayeduase,Hostel,Hostel,1.8,,0,,,0246393376,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.67473,-1.555449,https://www.google.com/maps/search/?api=1&query=Abundance%20Grace%20hostel%20KNUST%20Kumasi,
Afrim,Ayeduase,Hostel,Hostel,1.8,,0,,,0243414677,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.674394,-1.555503,https://www.google.com/maps/search/?api=1&query=Afrim%20hostel%20KNUST%20Kumasi,
Amen Annex,Ayeduase,Hostel,Hostel,1.7,,0,,,0277461637,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.67569,-1.556295,https://www.google.com/maps/search/?api=1&query=Amen%20Annex%20hostel%20KNUST%20Kumasi,
Amen Inn,Ayeduase,Guest house & Hotel,Hostel,1.3,,0,,,0206301037,yes,Backup power | Kitchen | Security | Study room | Water,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.67188,-1.559709,https://www.google.com/maps/search/?api=1&query=Amen%20Inn%20hostel%20KNUST%20Kumasi,
Asansik,Ayeduase,Hostel,Hostel,1.6,,0,,,0245923536,yes,Kitchen | Study room | TV | Water,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.677064,-1.557249,https://www.google.com/maps/search/?api=1&query=Asansik%20hostel%20KNUST%20Kumasi,
B Executive,Ayeduase,Hostel,Hostel,1.5,,0,,,0242677171,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.677328,-1.558299,https://www.google.com/maps/search/?api=1&query=B%20Executive%20hostel%20KNUST%20Kumasi,
CerosHostel,Ayeduase,Hostel,Hostel,1,,0,,,0277249367,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.675174,-1.562847,https://www.google.com/maps/search/?api=1&query=CerosHostel%20hostel%20KNUST%20Kumasi,
Darkens Int',Ayeduase,Hostel,Hostel,1.1,,0,,,0261501548,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.672972,-1.561545,https://www.google.com/maps/search/?api=1&query=Darkens%20Int%27%20hostel%20KNUST%20Kumasi,
Nana Addomah,Ayeduase,Hostel,Hostel,1.9,,0,,,0247941420,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6747,-1.554771,https://www.google.com/maps/search/?api=1&query=Nana%20Addomah%20hostel%20KNUST%20Kumasi,
Ountak Hostel,Ayeduase,Hostel,Hostel,0.8,,0,,,0245396040,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.675402,-1.564635,https://www.google.com/maps/search/?api=1&query=Ountak%20Hostel%20hostel%20KNUST%20Kumasi,
Pii Hostel,Ayeduase,Hostel,Hostel,0.9,,0,,,0245787825,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.671838,-1.564083,https://www.google.com/maps/search/?api=1&query=Pii%20Hostel%20hostel%20KNUST%20Kumasi,
Piramang Hostel,Ayeduase,Hostel,Hostel,1.8,,0,,,0549355660,yes,Backup power | Kitchen | Parking | Security | Self-contained | TV,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.67536,-1.554957,https://www.google.com/maps/search/?api=1&query=Piramang%20Hostel%20hostel%20KNUST%20Kumasi,
P B & D,Ayeduase,Hostel,Hostel,1.7,,0,,,0246288768,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.677112,-1.556007,https://www.google.com/maps/search/?api=1&query=R%20B%20%26%20D%20hostel%20KNUST%20Kumasi,
Shalom Kigutz,Ayeduase,Hostel,Hostel,0.8,,0,,,0244756911,yes,Backup power | Kitchen | Security | Study room | TV | Water,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.674172,-1.564515,https://www.google.com/maps/search/?api=1&query=Shalom%20Kigutz%20hostel%20KNUST%20Kumasi,
Divine Karma,Ayeduase,Hostel,Hostel,1.7,,0,,,0543030093,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.677502,-1.556877,https://www.google.com/maps/search/?api=1&query=Divine%20Karma%20hostel%20KNUST%20Kumasi,
Frontline Apartment,Ayeduase,Apartment / Self-contained,Hostel,1.2,,0,,,0276907186,yes,Air-conditioned | Backup power | Kitchen | Parking | Security | Self-contained | TV | Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6716397,-1.5611957,https://www.google.com/maps/search/?api=1&query=Frontline%20Apartment%20hostel%20KNUST%20Kumasi,
Frontline Court,Ayeduase,Hostel,Hostel,1.1,,0,,,0276907186,yes,Backup power | Kitchen | Parking | Security | Self-contained | TV | Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6690886,-1.5635969,https://www.google.com/maps/search/?api=1&query=Frontline%20Court%20hostel%20KNUST%20Kumasi,
Jenest Hostel,Ayeduase,Hostel,Hostel,1.8,,0,,,0548568078,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.673452,-1.555311,https://www.google.com/maps/search/?api=1&query=Jenest%20Hostel%20hostel%20KNUST%20Kumasi,
Jita Hostel,Ayeduase,Hostel,Hostel,0.8,,0,,,0244979700,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.677094,-1.564485,https://www.google.com/maps/search/?api=1&query=Jita%20Hostel%20hostel%20KNUST%20Kumasi,
Jita 2,Ayeduase,Hostel,Hostel,1.2,,0,,,0268693113,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.676968,-1.561119,https://www.google.com/maps/search/?api=1&query=Jita%202%20hostel%20KNUST%20Kumasi,
The Hopes Community,Ayeduase,Hostel,Hostel,1.5,,0,,,0558526643,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.67161,-1.558683,https://www.google.com/maps/search/?api=1&query=The%20Hopes%20Community%20hostel%20KNUST%20Kumasi,
Christ Citadel Hostel,Ayeduase,Hostel,Hostel,0.91,5,4,,,,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6776898,-1.5640344,https://www.google.com/maps/search/?api=1&query=Christ%20Citadel%20Hostel&query_place_id=ChIJuQM8ntCV2w8RCZ46MIQeH2k,
AG Homestel,Ayeduase,Hostel,Hostel,1.38,5,4,,,+233 54 215 7073,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6781104,-1.5596618,https://www.google.com/maps/search/?api=1&query=AG%20Homestel&query_place_id=ChIJfb531vKV2w8R54lNaKxGM_8,
Daankwa Hostel,Ayeduase,Hostel,Hostel,1.76,5,3,,,+233 54 227 8542,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),https://hostelgig.com/,6.675367,-1.5556836,https://www.google.com/maps/search/?api=1&query=Daankwa%20Hostel&query_place_id=ChIJ8SsgHgCV2w8R6BF-FrtQLoc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9GjHAdcYzKq-QlxvcJi7NQivbI9D9vZCgXx8rRkwmLbDGjnJ5ESMhRIdwrSB4t6WUaES22rMIm9NneOIyLe1oCu5UZ1eYJ_N9rySCxBPRtnhY-60Vuj_sHPQ1VpMXmRCGYrU0kGIQFlK3=w1920-h1080-k-no
Elite College Boys Hostel,Ayeduase,Hostel,Hostel,1.77,5,3,,,+233 20 375 9550,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6769156,-1.5558038,https://www.google.com/maps/search/?api=1&query=Elite%20College%20Boys%20Hostel&query_place_id=ChIJg49OXImU2w8RNWSLMsjGPT4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGw7sm9n5Rg9yGIWguMaNr2asWU2SvKc-ulDz5mHPkAB5MuB_LNiD2-tyErFai0bbK24lqxWJ3OQlGFSHjpsYBoZu8uaNCZlVcmZzdD_dubNm55U-oWsSPaIsKG3sUIzsyP_1n0pw=w1920-h1080-k-no
Nabella Hostel,Ayeduase,Hostel,Hostel,2.18,5,2,,,,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6703483,-1.5522809,https://www.google.com/maps/search/?api=1&query=Nabella%20Hostel&query_place_id=ChIJZ-r4RwCV2w8R0o52_u3QZUc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHoXDDyAoCM2_sfmvkQiinhm9NjujWhyCIWXgbQsAmW22FJvbotv0-36VDQdZxyGGD4a-a-uuEhiZGoWFv9aqQ_52lUVsx2lE8h9arINEjwXEIdJ_pmdNdwjS8mdLjcsInwJy8T=w1920-h1080-k-no
Wini Hostel,Ayeduase,Hostel,Hostel,1.0,5,1,,,,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6731629,-1.5626073,https://www.google.com/maps/search/?api=1&query=Wini%20Hostel&query_place_id=ChIJx_q5VwCV2w8RXQ9jacpZkJs,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGW7F5YEiDVDd4FG39ixXb5q64XrTPEkdBL_PNoK72FeVZwaL91DG6V4NzX9uU3uQxUyKbINOWrcZ10mtgf4j8ukUkV5qDtdLwoI9zLGIZpPP3y6Dy1QJuLx9maw9bBPvhHzXF2LMLqstk=w1920-h1080-k-no
Dorchest Hostel,Ayeduase,Hostel,Hostel,1.65,5,1,,,,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6769923,-1.5568597,https://www.google.com/maps/search/?api=1&query=Dorchest%20Hostel&query_place_id=ChIJSdh9N4mV2w8RhxbXmwkAQnU,
Nana Ampofowaa Hostel,Ayeduase,Hostel,Hostel,1.34,5,1,,,,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.672102,-1.559708,https://www.google.com/maps/search/?api=1&query=Nana%20Ampofowaa%20Hostel&query_place_id=ChIJKTAWZwCV2w8RQf1IQSsbVkc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtqdyI-Tv1cljT-g3Q1X0mHz723l00oEwDTrdLr440Fl9MWu2J-LwODKTtMZWp8xymZ6subeV_mX6cXFlZYbH-ZFWRVmnE-wPsoMEIUcr0g3iLGKZyM6K-wbhGtKP2ufmaz2lMs3TiVEUu=w1920-h1080-k-no
Frantina Hostel.,Ayeduase,Hostel,Hostel,1.19,5,1,,,+233 24 822 4121,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.67424,-1.5608599,https://www.google.com/maps/search/?api=1&query=Frantina%20Hostel.&query_place_id=ChIJx1Dfr7eV2w8RT0BnZaQ8Eb4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPd0JmTieuPsvxjZfpAkiOQP2qnvMkmlHDBMCY1D-7xvWIsCO7ttTrMf37rvcwUnccKuUD9udGSOnBmvGD4mrX8u_1jmlwh1KMZ_0Ya5_Zj6PNB6mhL7Df6iBrihjmXEJt6KEC=w1920-h1080-k-no
MOJO 1 HOSTEL,Ayeduase,Hostel,Hostel,3.23,5,1,,,+233 20 130 9999,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6744538,-1.5423841,https://www.google.com/maps/search/?api=1&query=MOJO%201%20HOSTEL&query_place_id=ChIJNcVNdwyV2w8ROChAAUgN-Zg,
Christian Hostel,Ayeduase,Hostel,Hostel,1.07,4.7,3,,,,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6734648,-1.5619709,https://www.google.com/maps/search/?api=1&query=Christian%20Hostel&query_place_id=ChIJ6aT69SmV2w8RMog-oci6I68,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjgO8pTnh-nQ-KbqlIx7v3ityx3oR63yHPd4a13b-MDvkGgdnD1DugKQ7V5E2ArhEBePGock2tP5yggp8humvhw9fv6qqIqVX9zoMw5qVm0rDxCiBLLUgxEoEE8qv7NWQ-Rqgj=w1920-h1080-k-no
Yellow House Hostel,Ayeduase,Hostel,Hostel,1.66,4.7,3,,,,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6755871,-1.5566096,https://www.google.com/maps/search/?api=1&query=Yellow%20House%20Hostel&query_place_id=ChIJ4ZY-xAWV2w8RHfxoK9nF05E,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfjhh-GgPDRlDrzgWyaOrsQzdIKgk5Gmsu1rb4_xxFv0G9HtqyVhBFpLWI5fN76c6JePFlj7epUqGLs01CLjKJhl0_A0QEbf6rdvDxLUMQmhqPVn0YF7W0M_aJyfQFjJ7hEZNn=w1920-h1080-k-no
Kate Villa,Ayeduase,Hostel,Hostel,1.95,4.6,18,,,+233 54 188 2824,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6783526,-1.5544088,https://www.google.com/maps/search/?api=1&query=Kate%20Villa&query_place_id=ChIJR88jl9iV2w8RG4iKC_qXBuc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsiDv3-1diFJ89poB93quN3uVzZtegZ-h2EULzk9UR8NJA-1Nu5CYSIEaNslgbEpIBYPR4opC8P23S9jHBbnrnZwnqoglyHm6khOqzXNXCMNL0dp-DSDzzHzcWRW0QxcN_xNhW=w1920-h1080-k-no
The Yale Hostel,Ayeduase,Hostel,Hostel,3.03,4.6,5,,,+233 20 866 4275,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),http://rayroltrecycle.com/,6.6742891,-1.5441868,https://www.google.com/maps/search/?api=1&query=The%20Yale%20Hostel&query_place_id=ChIJHYGgv7qV2w8RLvvfSwrirvU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9e-yF7UbqiJQ7gcxzSeEuNiMUBnR56bLK0PIZywK1ucCGk3-Ut8T2Ah81vvUzKzpxI_UJDFlw8kP2-y9wmwW3QNX3cVJnrWjaQSuBWEn2aLXIxRfIR7_cWp7so_9nMzcBtXKC=w1920-h1080-k-no
Yahooda Hostel,Ayeduase,Hostel,Hostel,1.63,4.5,23,,,,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),https://hostelgig.com/,6.6744692,-1.5568497,https://www.google.com/maps/search/?api=1&query=Yahooda%20Hostel&query_place_id=ChIJYWEnkQGV2w8RHnxLnNxg-EA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFg9KJ0pyJ_nIugD63pwWPl36u2H8B1nOgL8IubxakKwjhjMsVqjUlSJLulTCMCDUY072-xPjJiWN_qA1LoQOGkxOv7-uRw3Jd8srRe9KQ7pRoDXtJkkyXvvS914sY_Po3JBWYI=w1920-h1080-k-no
Eunivic Hostel,Ayeduase,Hostel,Hostel,1.64,4.4,15,,,,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6718064,-1.5570389,https://www.google.com/maps/search/?api=1&query=Eunivic%20Hostel&query_place_id=ChIJCe57gf-V2w8RQkygnxvJbco,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjcMNhzmpwS06VR34Un6ifFQ87vBCf1w0EZ95dkSw1d149hP17-Y5T3Ks0XuukZNZwDE10VzyVPO2keDL0_UCMo4uFDX8j-5utVZJTEZT9hts9v_87WOW_4AWbolpBcOmT1AtUng=w1920-h1080-k-no
The Options Apartment,Ayeduase,Apartment / Self-contained,Hostel,1.72,4.4,5,,,,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6778422,-1.5563766,https://www.google.com/maps/search/?api=1&query=The%20Options%20Apartment&query_place_id=ChIJ622pdMGV2w8RMpHa969gnJ0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGf3dck_PH7aqoCBVE4vxltSfw-aesTu1_rl9BA1WMmoSnDbW_wUeuDEx_-LlF7TnWX4U7Ft2kt6CJ_25197miRKULJJkPSHYTc6aG8WC3iVUCDSVyFA5bAx7DJigq3B_XNzJY=w1920-h1080-k-no
Lienda Ville Hostel,Ayeduase,Hostel,Hostel,2.0,4.3,115,,,+233 54 698 2948,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6751905,-1.5535003,https://www.google.com/maps/search/?api=1&query=Lienda%20Ville%20Hostel&query_place_id=ChIJva_b5ZqV2w8RLGPtn23jJqs,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFqZ55NlTFlI6U271KoVXFNOJ7d7xpiWFg2TZemD_ALs6KJDPcE2HYgHyqrejineaE7uL6iZRJqoouXMGqfBYwUapk1hz-48c2WGLs6S7dKjyz2e_jPMZM_1n_Ut1pLi50KG1mvIIQ5yWK1=w1920-h1080-k-no
Fortune Royal Hostel Ltd,Ayeduase,Hostel,Hostel,1.69,4.3,47,,,+233 24 875 1857,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6717409,-1.5565436,https://www.google.com/maps/search/?api=1&query=Fortune%20Royal%20Hostel%20Ltd&query_place_id=ChIJ3ca8vxWV2w8RqE7FUKxjSlU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEhIqDmZrpkPULLuoy6sns8V9xQZyhqeFotY_Rw-GgVKzsD9dHIVbYMjtZziC8kaxdhO0ru85-Wbqn4qPWgTpTOBZILlpFh5AEBYp6ZA4uWXd4k4jZhFm4smEJDeF52JDZ1Txl9=w1920-h1080-k-no
Mountain View Hostel,Ayeduase,Hostel,Hostel,1.3,4.3,18,,,+233 32 202 2221,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6745572,-1.5598152,https://www.google.com/maps/search/?api=1&query=Mountain%20View%20Hostel&query_place_id=ChIJ8X35PCeV2w8RVQFXMWHc3mU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHWLuhvfyItDhoLm1KW5EI5FyFDqppLfCg96BRh-HUTBc9LlZObJDkl4MxICkkpWR7po2qAgkss2pBxUpSyKvloRj-8WQu2MN_M5hrSjTRPQJoPn2Hn-YFv2WQMmv5sJ1AcQt_jbC5nTljL=w1920-h1080-k-no
De Nad Hostel.,Ayeduase,Hostel,Hostel,1.97,4.3,16,,,+233 24 025 4755,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6707877,-1.5541428,https://www.google.com/maps/search/?api=1&query=De%20Nad%20Hostel.&query_place_id=ChIJR0rZ22qV2w8RnK5u3gPTjPI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGndU1u8gNjAQvocrCXLDxUr0mxXi1yaadJdvoWDEUWPS8c9zqQdLTKMHch3oaeoa19CzYEVBCIVA9hzhLkvxOVjXszH2Q7kUEemGYm-TFoaJU4ZEWsPCaI4m2H2Qqysp1M_S2z=w1920-h1080-k-no
Awo Adomah Hostel,Ayeduase,Hostel,Hostel,1.03,4.3,3,,,,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6777016,-1.5628865,https://www.google.com/maps/search/?api=1&query=Awo%20Adomah%20Hostel&query_place_id=ChIJi0X0Y2GU2w8RFCFntjR5xQo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEI2iD7BwpwlvgGd7qJwOWcjb2yprPk3BBwtB_Plpm_yi7zUc1MF3eU0_tbmnbQ3S8R1zSefaouS9JZtY2MBNw8M1RunaqltolOF1lzKQ-MYykjW225HAKf6EDw9V3xuZrb5SjbBVFDkGs=w1920-h1080-k-no
Divine Kama Hostel,Ayeduase,Hostel,Hostel,1.76,4.2,62,2300,getrooms.co,+233 24 086 5461,,Kitchen | Study room | Water | Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.677759,-1.5560457,https://www.google.com/maps/search/?api=1&query=Divine%20Kama%20Hostel&query_place_id=ChIJcVmhV-eV2w8RGLFu3zP_GEc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFJGB7nZHYc-I0JCXiLX4WUfLVhYQY6usJ4iJHNPgmIA4yqe3h_u-EI2gVV3WTv0xAEf34XUkgGavRlktkmwNLjMaCrg2nlgxJUXCFykbVG_Rh-IFiivRqBKW1DPg9-IVKbpdzp=w1920-h1080-k-no
Nyantakyi hostel,Ayeduase,Hostel,Youth hostel,2.3,4.2,55,,,,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6772538,-1.5509675,https://www.google.com/maps/search/?api=1&query=Nyantakyi%20hostel&query_place_id=ChIJdcC4HeqV2w8RwLIfJnWu3Jk,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6PF5CmhzdZu0KyHkq5pT4_Yohxqdaz_4gZBEyEZLmhHEw7KC25CIhWgeegEefUghgfQIt-sbtCIqTncp67VMX2047PxKlvTQFqSRmT71nOlbbntXZAvYpcknd9pfDVSRmYg6dUhYjMxM=w1920-h1080-k-no
Frontline Premium Tower,Ayeduase,Hostel,Hostel,1.21,4.2,26,5200,getrooms.co,+233 53 863 1157,,Backup power | Security | Study room | TV | Water | Wi-Fi,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),http://www.frontlinehostel.com/,6.6758142,-1.5607383,https://www.google.com/maps/search/?api=1&query=Frontline%20Premium%20Tower&query_place_id=ChIJW1fvWKGV2w8R0Wf1ywrhL-U,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGRVyI_x2Dk7KFuiYJR_-YqOm93N7c8cKnvcviU0XgYmA8giUVgoMzF0zQexFsD2XQkdT_Hj23MtwUIWgNs1_TncaByxRO7hfBpMPfDTVN86KSnklK9PIgs3BWwKZgVuYcYm7O5FHKf3Wg=w1920-h1080-k-no
New Era Hostel,Ayeduase,Hostel,Hostel,1.21,4.2,6,,,+233 24 910 6862,,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB),,6.6741945,-1.5606296,https://www.google.com/maps/search/?api=1&query=New%20Era%20Hostel&query_place_id=ChIJL8exjWKU2w8R7D6bFyM8ZWw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZO32zIisE5As1_3DbPYfyD3CZQSPIfYnnIda2YOjvg2gYwdculaLsyfnm9jrX2zeLRCumpTfZmgplVoYfodjvlJUqVwSoIhJS_04lPrGYu02hz0_BSN_xVKV_BP7BfwShVoUXZA=w1920-h1080-k-no
